Organization (Aggregated),Enabled Users,% Active Users,Average Copilot Actions,Avg Active Days,% Power Users,Date
Alpine Ski House,259,77.7%,15.0,3.4,11.0%,2025-12-07 00:00:00
Alpine Ski House,260,72.5%,16.8,2.8,17.6%,2025-12-14 00:00:00
Alpine Ski House,262,63.1%,12.6,2.3,10.2%,2025-12-21 00:00:00
Alpine Ski House,263,68.0%,15.5,3.0,15.7%,2025-12-28 00:00:00
Alpine Ski House,265,81.8%,14.8,2.4,11.0%,2026-01-04 00:00:00
Alpine Ski House,266,78.2%,16.9,3.1,15.6%,2026-01-11 00:00:00
Alpine Ski House,268,74.1%,17.1,2.7,8.6%,2026-01-18 00:00:00
Alpine Ski House,269,77.2%,17.9,3.0,8.4%,2026-01-25 00:00:00
Alpine Ski House,271,57.7%,18.0,3.1,16.3%,2026-02-01 00:00:00
Alpine Ski House,272,76.9%,20.1,3.2,17.3%,2026-02-08 00:00:00
Alpine Ski House,274,53.2%,10.5,2.9,10.3%,2026-02-15 00:00:00
Alpine Ski House,275,62.2%,12.8,2.5,9.2%,2026-02-22 00:00:00
Alpine Ski House,277,59.6%,12.3,3.3,14.2%,2026-03-01 00:00:00
Trey Research,298,52.2%,8.3,3.0,,2025-03-30 00:00:00
Trey Research,299,57.9%,7.4,3.4,,2025-04-06 00:00:00
Trey Research,300,67.1%,11.2,3.3,,2025-04-13 00:00:00
Trey Research,301,85.5%,12.2,2.9,,2025-04-20 00:00:00
Trey Research,303,72.9%,14.0,3.4,,2025-04-27 00:00:00
Trey Research,304,77.8%,13.6,2.4,,2025-05-04 00:00:00
Trey Research,305,71.7%,18.0,2.2,,2025-05-11 00:00:00
Trey Research,306,68.7%,13.1,3.2,,2025-05-18 00:00:00
Trey Research,308,76.7%,14.5,3.1,,2025-05-25 00:00:00
Trey Research,309,83.1%,12.9,2.5,,2025-06-01 00:00:00
Trey Research,310,61.6%,17.3,2.5,,2025-06-08 00:00:00
Trey Research,311,73.1%,15.8,3.2,11.4%,2025-06-15 00:00:00
Trey Research,313,66.5%,12.7,2.9,11.5%,2025-06-22 00:00:00
Trey Research,314,75.2%,14.4,3.0,16.8%,2025-06-29 00:00:00
Trey Research,315,65.4%,13.1,2.6,16.2%,2025-07-06 00:00:00
Trey Research,317,65.9%,12.7,2.9,9.4%,2025-07-13 00:00:00
Trey Research,318,77.5%,14.0,2.9,13.2%,2025-07-20 00:00:00
Trey Research,319,63.6%,17.5,2.9,17.5%,2025-07-27 00:00:00
Trey Research,320,73.7%,17.8,2.9,17.2%,2025-08-03 00:00:00
Trey Research,322,60.8%,16.6,2.3,9.4%,2025-08-10 00:00:00
Trey Research,323,61.7%,13.4,2.4,14.3%,2025-08-17 00:00:00
Trey Research,324,61.6%,17.5,3.0,9.7%,2025-08-24 00:00:00
Trey Research,325,74.6%,16.2,3.0,15.2%,2025-08-31 00:00:00
Trey Research,327,62.8%,13.4,3.0,18.0%,2025-09-07 00:00:00
Trey Research,328,69.6%,13.2,2.3,9.4%,2025-09-14 00:00:00
Trey Research,329,67.6%,14.2,2.4,13.8%,2025-09-21 00:00:00
Trey Research,331,66.5%,15.8,3.3,14.4%,2025-09-28 00:00:00
Trey Research,332,79.4%,15.1,2.6,9.4%,2025-10-05 00:00:00
Trey Research,333,69.4%,16.8,2.5,13.7%,2025-10-12 00:00:00
Trey Research,334,87.6%,13.5,3.2,9.4%,2025-10-19 00:00:00
Trey Research,336,81.8%,15.9,2.9,14.9%,2025-10-26 00:00:00
Trey Research,337,75.8%,15.6,3.1,12.1%,2025-11-02 00:00:00
Trey Research,338,63.6%,14.8,2.5,10.9%,2025-11-09 00:00:00
Trey Research,339,75.9%,15.0,3.3,13.7%,2025-11-16 00:00:00
Trey Research,341,80.9%,17.1,3.2,12.0%,2025-11-23 00:00:00
Trey Research,342,81.9%,12.9,3.0,9.4%,2025-11-30 00:00:00
Trey Research,343,79.1%,14.3,2.9,10.7%,2025-12-07 00:00:00
Trey Research,345,78.6%,13.1,2.9,11.5%,2025-12-14 00:00:00
Trey Research,346,74.5%,14.4,2.3,16.4%,2025-12-21 00:00:00
Trey Research,347,84.8%,15.9,3.1,16.0%,2025-12-28 00:00:00
Trey Research,348,80.1%,17.3,2.7,15.6%,2026-01-04 00:00:00
Trey Research,350,67.8%,16.3,3.1,9.7%,2026-01-11 00:00:00
Trey Research,351,59.2%,13.4,2.3,17.3%,2026-01-18 00:00:00
Trey Research,352,62.6%,16.0,2.3,18.0%,2026-01-25 00:00:00
Trey Research,353,78.1%,16.6,3.3,9.7%,2026-02-01 00:00:00
Trey Research,355,77.6%,21.6,2.7,15.9%,2026-02-08 00:00:00
Trey Research,356,50.8%,13.9,3.3,11.7%,2026-02-15 00:00:00
Trey Research,357,55.8%,13.8,3.4,11.4%,2026-02-22 00:00:00
Trey Research,359,51.5%,11.8,2.6,13.0%,2026-03-01 00:00:00
School of Fine Arts,111,57.3%,7.0,3.2,,2025-03-30 00:00:00
School of Fine Arts,111,59.6%,8.0,3.0,,2025-04-06 00:00:00
School of Fine Arts,112,69.5%,11.2,2.3,,2025-04-13 00:00:00
School of Fine Arts,113,85.3%,11.1,2.7,,2025-04-20 00:00:00
School of Fine Arts,113,75.0%,17.7,2.9,,2025-04-27 00:00:00
School of Fine Arts,114,80.3%,15.5,2.9,,2025-05-04 00:00:00
School of Fine Arts,115,66.9%,13.5,3.3,,2025-05-11 00:00:00
School of Fine Arts,115,77.0%,15.2,2.7,,2025-05-18 00:00:00
School of Fine Arts,116,60.1%,13.2,2.9,,2025-05-25 00:00:00
School of Fine Arts,117,76.2%,14.6,3.0,,2025-06-01 00:00:00
School of Fine Arts,117,64.8%,15.3,2.4,,2025-06-08 00:00:00
School of Fine Arts,118,76.1%,13.9,3.3,13.3%,2025-06-15 00:00:00
School of Fine Arts,119,60.5%,14.3,2.8,17.5%,2025-06-22 00:00:00
School of Fine Arts,119,72.1%,14.5,3.2,11.4%,2025-06-29 00:00:00
School of Fine Arts,120,74.5%,17.2,3.2,17.5%,2025-07-06 00:00:00
School of Fine Arts,121,68.9%,17.4,2.4,8.2%,2025-07-13 00:00:00
School of Fine Arts,122,73.5%,16.8,2.9,8.9%,2025-07-20 00:00:00
School of Fine Arts,122,75.6%,16.3,2.7,10.6%,2025-07-27 00:00:00
School of Fine Arts,123,70.5%,17.5,3.1,10.7%,2025-08-03 00:00:00
School of Fine Arts,124,68.4%,16.8,3.0,11.3%,2025-08-10 00:00:00
School of Fine Arts,124,84.8%,17.2,2.9,12.5%,2025-08-17 00:00:00
School of Fine Arts,125,77.2%,13.4,3.2,9.6%,2025-08-24 00:00:00
School of Fine Arts,126,83.3%,15.0,3.3,8.4%,2025-08-31 00:00:00
School of Fine Arts,126,59.4%,14.4,3.0,13.8%,2025-09-07 00:00:00
School of Fine Arts,127,63.6%,12.5,2.7,10.0%,2025-09-14 00:00:00
School of Fine Arts,128,72.9%,12.6,2.9,15.1%,2025-09-21 00:00:00
School of Fine Arts,128,81.8%,13.4,2.6,15.6%,2025-09-28 00:00:00
School of Fine Arts,129,82.5%,16.1,3.1,8.8%,2025-10-05 00:00:00
School of Fine Arts,130,70.9%,12.9,2.4,16.1%,2025-10-12 00:00:00
School of Fine Arts,130,86.8%,12.0,3.2,15.6%,2025-10-19 00:00:00
School of Fine Arts,131,67.7%,14.9,2.6,12.6%,2025-10-26 00:00:00
School of Fine Arts,132,69.8%,17.1,2.9,17.9%,2025-11-02 00:00:00
School of Fine Arts,133,70.8%,13.6,3.4,13.4%,2025-11-09 00:00:00
School of Fine Arts,133,72.7%,13.3,3.0,16.4%,2025-11-16 00:00:00
School of Fine Arts,134,63.3%,14.0,3.1,12.6%,2025-11-23 00:00:00
School of Fine Arts,135,78.6%,12.3,2.6,17.8%,2025-11-30 00:00:00
School of Fine Arts,135,79.2%,14.0,2.6,12.8%,2025-12-07 00:00:00
School of Fine Arts,136,68.5%,14.5,3.3,15.8%,2025-12-14 00:00:00
School of Fine Arts,137,68.8%,15.4,3.1,12.5%,2025-12-21 00:00:00
School of Fine Arts,137,67.1%,17.6,2.3,16.7%,2025-12-28 00:00:00
School of Fine Arts,138,73.4%,12.3,2.9,16.7%,2026-01-04 00:00:00
School of Fine Arts,139,71.1%,14.7,2.7,12.4%,2026-01-11 00:00:00
School of Fine Arts,139,85.0%,14.5,2.5,12.8%,2026-01-18 00:00:00
School of Fine Arts,140,58.3%,16.6,3.0,10.5%,2026-01-25 00:00:00
School of Fine Arts,141,80.5%,18.3,3.3,11.1%,2026-02-01 00:00:00
School of Fine Arts,141,61.0%,18.0,2.2,13.2%,2026-02-08 00:00:00
School of Fine Arts,142,60.4%,14.2,2.4,8.1%,2026-02-15 00:00:00
School of Fine Arts,143,50.7%,11.0,3.0,15.5%,2026-02-22 00:00:00
School of Fine Arts,144,52.3%,12.1,2.8,14.9%,2026-03-01 00:00:00
VanArsdel Ltd,292,58.9%,8.8,2.2,,2025-03-30 00:00:00
VanArsdel Ltd,293,52.7%,7.1,2.6,,2025-04-06 00:00:00
VanArsdel Ltd,294,64.1%,12.4,3.2,,2025-04-13 00:00:00
VanArsdel Ltd,296,66.7%,10.5,2.8,,2025-04-20 00:00:00
VanArsdel Ltd,297,60.7%,16.5,3.3,,2025-04-27 00:00:00
VanArsdel Ltd,298,66.2%,15.5,3.0,,2025-05-04 00:00:00
VanArsdel Ltd,300,84.3%,14.1,2.3,,2025-05-11 00:00:00
VanArsdel Ltd,301,62.0%,14.1,2.4,,2025-05-18 00:00:00
VanArsdel Ltd,303,82.2%,15.6,2.7,,2025-05-25 00:00:00
VanArsdel Ltd,304,69.8%,15.2,2.3,,2025-06-01 00:00:00
VanArsdel Ltd,305,62.1%,13.0,3.1,,2025-06-08 00:00:00
VanArsdel Ltd,307,81.9%,17.6,2.3,11.0%,2025-06-15 00:00:00
VanArsdel Ltd,308,73.9%,13.8,2.2,12.6%,2025-06-22 00:00:00
VanArsdel Ltd,309,65.3%,16.3,3.0,14.1%,2025-06-29 00:00:00
VanArsdel Ltd,311,72.9%,17.1,2.6,9.8%,2025-07-06 00:00:00
VanArsdel Ltd,312,61.8%,15.4,2.5,9.3%,2025-07-13 00:00:00
VanArsdel Ltd,314,82.4%,14.5,3.3,15.0%,2025-07-20 00:00:00
VanArsdel Ltd,315,63.4%,14.2,3.3,16.0%,2025-07-27 00:00:00
VanArsdel Ltd,316,62.1%,16.6,2.6,9.5%,2025-08-03 00:00:00
VanArsdel Ltd,318,64.3%,13.2,2.3,8.2%,2025-08-10 00:00:00
VanArsdel Ltd,319,70.4%,17.2,3.0,9.5%,2025-08-17 00:00:00
VanArsdel Ltd,320,75.6%,17.4,2.3,14.6%,2025-08-24 00:00:00
VanArsdel Ltd,322,70.2%,15.5,2.4,17.7%,2025-08-31 00:00:00
VanArsdel Ltd,323,76.4%,17.0,3.1,9.3%,2025-09-07 00:00:00
VanArsdel Ltd,325,62.0%,15.4,3.0,9.7%,2025-09-14 00:00:00
VanArsdel Ltd,326,87.1%,12.4,2.4,14.3%,2025-09-21 00:00:00
VanArsdel Ltd,327,74.8%,13.8,2.4,17.6%,2025-09-28 00:00:00
VanArsdel Ltd,329,73.6%,13.3,2.6,17.5%,2025-10-05 00:00:00
VanArsdel Ltd,330,63.3%,17.0,2.6,17.3%,2025-10-12 00:00:00
VanArsdel Ltd,331,68.1%,13.8,3.3,11.7%,2025-10-19 00:00:00
VanArsdel Ltd,333,61.9%,17.7,3.2,10.2%,2025-10-26 00:00:00
VanArsdel Ltd,334,65.3%,12.7,3.2,11.9%,2025-11-02 00:00:00
VanArsdel Ltd,336,67.0%,14.7,3.1,8.9%,2025-11-09 00:00:00
VanArsdel Ltd,337,70.6%,17.6,3.0,9.9%,2025-11-16 00:00:00
VanArsdel Ltd,338,68.0%,16.9,3.1,8.8%,2025-11-23 00:00:00
VanArsdel Ltd,340,65.2%,15.8,3.3,12.1%,2025-11-30 00:00:00
VanArsdel Ltd,341,65.4%,17.0,3.3,15.2%,2025-12-07 00:00:00
VanArsdel Ltd,342,66.6%,12.4,2.9,9.7%,2025-12-14 00:00:00
VanArsdel Ltd,344,77.6%,14.4,3.2,11.1%,2025-12-21 00:00:00
VanArsdel Ltd,345,60.5%,15.3,2.3,10.4%,2025-12-28 00:00:00
VanArsdel Ltd,347,78.4%,13.9,2.2,14.2%,2026-01-04 00:00:00
VanArsdel Ltd,348,72.3%,15.1,2.4,10.6%,2026-01-11 00:00:00
VanArsdel Ltd,349,71.3%,16.5,3.1,11.1%,2026-01-18 00:00:00
VanArsdel Ltd,351,71.1%,15.7,2.6,9.6%,2026-01-25 00:00:00
VanArsdel Ltd,352,71.3%,17.4,3.3,17.4%,2026-02-01 00:00:00
VanArsdel Ltd,353,83.3%,16.3,3.1,12.5%,2026-02-08 00:00:00
VanArsdel Ltd,355,60.5%,12.6,2.6,8.9%,2026-02-15 00:00:00
VanArsdel Ltd,356,51.5%,13.3,2.6,12.0%,2026-02-22 00:00:00
VanArsdel Ltd,358,52.7%,14.2,2.7,10.9%,2026-03-01 00:00:00
Relecloud Systems,201,48.9%,8.7,2.7,,2025-03-30 00:00:00
Relecloud Systems,202,45.2%,8.7,2.3,,2025-04-06 00:00:00
Relecloud Systems,203,66.4%,10.4,3.1,,2025-04-13 00:00:00
Relecloud Systems,204,75.2%,12.7,2.9,,2025-04-20 00:00:00
Relecloud Systems,205,78.3%,14.6,3.4,,2025-04-27 00:00:00
Relecloud Systems,206,69.5%,14.1,3.3,,2025-05-04 00:00:00
Relecloud Systems,208,76.3%,14.0,3.4,,2025-05-11 00:00:00
Relecloud Systems,209,86.4%,16.7,2.5,,2025-05-18 00:00:00
Relecloud Systems,210,69.5%,15.7,3.2,,2025-05-25 00:00:00
Relecloud Systems,211,78.5%,12.0,2.6,,2025-06-01 00:00:00
Relecloud Systems,212,65.0%,15.3,3.2,,2025-06-08 00:00:00
Relecloud Systems,214,71.4%,16.5,2.4,10.0%,2025-06-15 00:00:00
Relecloud Systems,215,65.7%,13.2,3.2,13.9%,2025-06-22 00:00:00
Relecloud Systems,216,68.0%,15.0,2.3,11.2%,2025-06-29 00:00:00
Relecloud Systems,217,84.5%,12.5,2.3,15.5%,2025-07-06 00:00:00
Relecloud Systems,218,59.3%,15.9,2.7,10.1%,2025-07-13 00:00:00
Relecloud Systems,220,66.7%,12.5,3.3,13.0%,2025-07-20 00:00:00
Relecloud Systems,221,77.9%,12.7,3.0,17.2%,2025-07-27 00:00:00
Relecloud Systems,222,72.3%,15.5,2.6,14.0%,2025-08-03 00:00:00
Relecloud Systems,223,59.6%,16.7,2.6,9.4%,2025-08-10 00:00:00
Relecloud Systems,224,77.5%,15.3,3.1,15.0%,2025-08-17 00:00:00
Relecloud Systems,225,74.9%,15.6,3.1,13.8%,2025-08-24 00:00:00
Relecloud Systems,227,62.0%,15.0,3.3,12.7%,2025-08-31 00:00:00
Relecloud Systems,228,60.9%,17.3,3.3,17.3%,2025-09-07 00:00:00
Relecloud Systems,229,86.5%,17.6,2.8,15.0%,2025-09-14 00:00:00
Relecloud Systems,230,80.2%,13.5,3.0,10.2%,2025-09-21 00:00:00
Relecloud Systems,231,67.5%,12.3,3.1,13.6%,2025-09-28 00:00:00
Relecloud Systems,233,75.7%,13.6,3.0,10.1%,2025-10-05 00:00:00
Relecloud Systems,234,73.4%,16.0,2.2,13.5%,2025-10-12 00:00:00
Relecloud Systems,235,68.4%,14.7,2.5,13.7%,2025-10-19 00:00:00
Relecloud Systems,236,79.6%,14.3,2.3,8.6%,2025-10-26 00:00:00
Relecloud Systems,237,62.4%,13.2,3.0,8.8%,2025-11-02 00:00:00
Relecloud Systems,239,60.3%,15.2,2.5,8.9%,2025-11-09 00:00:00
Relecloud Systems,240,74.1%,15.0,3.3,11.4%,2025-11-16 00:00:00
Relecloud Systems,241,63.2%,16.4,3.4,10.3%,2025-11-23 00:00:00
Relecloud Systems,242,81.7%,12.2,3.1,17.2%,2025-11-30 00:00:00
Relecloud Systems,243,72.8%,12.6,2.3,11.3%,2025-12-07 00:00:00
Relecloud Systems,244,61.9%,14.3,2.8,14.0%,2025-12-14 00:00:00
Relecloud Systems,246,60.9%,17.4,3.1,15.6%,2025-12-21 00:00:00
Relecloud Systems,247,69.0%,12.9,3.0,13.3%,2025-12-28 00:00:00
Relecloud Systems,248,64.9%,15.5,2.4,10.8%,2026-01-04 00:00:00
Relecloud Systems,249,76.9%,12.6,2.2,17.6%,2026-01-11 00:00:00
Relecloud Systems,250,77.8%,15.5,2.2,15.7%,2026-01-18 00:00:00
Relecloud Systems,252,63.7%,12.2,2.9,8.6%,2026-01-25 00:00:00
Relecloud Systems,253,70.2%,18.3,3.2,13.3%,2026-02-01 00:00:00
Relecloud Systems,254,63.2%,19.8,2.8,14.6%,2026-02-08 00:00:00
Relecloud Systems,255,56.3%,11.1,2.3,14.5%,2026-02-15 00:00:00
Relecloud Systems,256,44.2%,11.6,2.6,11.3%,2026-02-22 00:00:00
Relecloud Systems,258,48.8%,12.9,2.5,11.8%,2026-03-01 00:00:00
Southridge Video,271,58.9%,7.8,2.3,,2025-03-30 00:00:00
Southridge Video,272,44.1%,7.5,2.7,,2025-04-06 00:00:00
Southridge Video,274,71.2%,13.3,2.9,,2025-04-13 00:00:00
Southridge Video,275,87.5%,13.1,2.2,,2025-04-20 00:00:00
Southridge Video,277,67.8%,16.2,2.7,,2025-04-27 00:00:00
Southridge Video,278,79.6%,12.0,3.3,,2025-05-04 00:00:00
Southridge Video,280,85.4%,15.6,3.4,,2025-05-11 00:00:00
Southridge Video,281,77.4%,16.3,3.3,,2025-05-18 00:00:00
Southridge Video,283,86.6%,17.6,2.5,,2025-05-25 00:00:00
Southridge Video,284,69.7%,15.6,3.2,,2025-06-01 00:00:00
Southridge Video,286,65.5%,16.3,2.8,,2025-06-08 00:00:00
Southridge Video,287,69.6%,17.3,2.9,16.5%,2025-06-15 00:00:00
Southridge Video,289,70.9%,16.1,3.4,9.8%,2025-06-22 00:00:00
Southridge Video,291,80.9%,13.1,2.4,10.9%,2025-06-29 00:00:00
Southridge Video,292,77.5%,14.4,2.9,14.1%,2025-07-06 00:00:00
Southridge Video,294,73.0%,15.3,2.3,9.4%,2025-07-13 00:00:00
Southridge Video,295,73.1%,16.7,2.8,13.9%,2025-07-20 00:00:00
Southridge Video,297,64.9%,15.7,3.4,17.4%,2025-07-27 00:00:00
Southridge Video,298,63.8%,15.3,2.9,16.7%,2025-08-03 00:00:00
Southridge Video,300,82.3%,14.4,2.8,11.9%,2025-08-10 00:00:00
Southridge Video,301,58.7%,14.0,2.7,8.1%,2025-08-17 00:00:00
Southridge Video,303,75.8%,15.1,3.0,11.5%,2025-08-24 00:00:00
Southridge Video,304,66.5%,17.0,3.2,8.4%,2025-08-31 00:00:00
Southridge Video,306,78.3%,13.8,2.5,8.8%,2025-09-07 00:00:00
Southridge Video,308,61.4%,12.1,3.2,11.8%,2025-09-14 00:00:00
Southridge Video,309,85.5%,12.8,3.3,16.7%,2025-09-21 00:00:00
Southridge Video,311,75.4%,16.2,3.4,15.1%,2025-09-28 00:00:00
Southridge Video,312,81.3%,16.6,2.7,11.0%,2025-10-05 00:00:00
Southridge Video,314,78.5%,12.7,3.2,17.2%,2025-10-12 00:00:00
Southridge Video,315,74.9%,12.7,3.3,10.2%,2025-10-19 00:00:00
Southridge Video,317,78.6%,15.3,2.7,10.8%,2025-10-26 00:00:00
Southridge Video,318,65.2%,15.6,2.9,14.0%,2025-11-02 00:00:00
Southridge Video,320,75.7%,14.1,2.4,16.8%,2025-11-09 00:00:00
Southridge Video,321,69.1%,15.1,2.7,9.1%,2025-11-16 00:00:00
Southridge Video,323,84.0%,12.7,3.3,15.8%,2025-11-23 00:00:00
Southridge Video,324,87.6%,17.7,2.8,10.1%,2025-11-30 00:00:00
Southridge Video,326,83.2%,15.4,2.7,10.9%,2025-12-07 00:00:00
Southridge Video,328,68.2%,16.8,3.0,9.7%,2025-12-14 00:00:00
Southridge Video,329,82.2%,17.1,2.2,8.8%,2025-12-21 00:00:00
Southridge Video,331,83.7%,15.5,3.0,10.8%,2025-12-28 00:00:00
Southridge Video,332,78.7%,17.0,2.4,13.4%,2026-01-04 00:00:00
Southridge Video,334,79.6%,12.8,2.5,17.7%,2026-01-11 00:00:00
Southridge Video,335,73.2%,14.8,3.3,9.7%,2026-01-18 00:00:00
Southridge Video,337,68.2%,15.2,2.7,12.4%,2026-01-25 00:00:00
Southridge Video,338,73.9%,21.2,3.3,15.6%,2026-02-01 00:00:00
Southridge Video,340,67.1%,20.1,3.2,15.0%,2026-02-08 00:00:00
Southridge Video,341,46.0%,12.0,3.0,15.9%,2026-02-15 00:00:00
Southridge Video,343,63.7%,13.4,3.0,15.9%,2026-02-22 00:00:00
Southridge Video,345,54.4%,11.4,3.2,8.1%,2026-03-01 00:00:00
Wingtip Toys,260,56.6%,6.8,3.2,,2025-03-30 00:00:00
Wingtip Toys,261,61.8%,6.6,2.7,,2025-04-06 00:00:00
Wingtip Toys,262,82.2%,12.3,3.1,,2025-04-13 00:00:00
Wingtip Toys,263,72.3%,13.2,2.8,,2025-04-20 00:00:00
Wingtip Toys,264,70.0%,15.6,3.3,,2025-04-27 00:00:00
Wingtip Toys,266,79.2%,14.9,2.6,,2025-05-04 00:00:00
Wingtip Toys,267,84.2%,15.8,2.8,,2025-05-11 00:00:00
Wingtip Toys,268,77.3%,17.1,2.8,,2025-05-18 00:00:00
Wingtip Toys,269,74.5%,13.9,3.0,,2025-05-25 00:00:00
Wingtip Toys,271,79.7%,16.6,3.3,,2025-06-01 00:00:00
Wingtip Toys,272,67.7%,13.9,2.4,,2025-06-08 00:00:00
Wingtip Toys,273,71.6%,13.1,2.5,11.4%,2025-06-15 00:00:00
Wingtip Toys,274,63.6%,17.7,2.5,12.0%,2025-06-22 00:00:00
Wingtip Toys,275,78.4%,13.8,3.1,12.4%,2025-06-29 00:00:00
Wingtip Toys,277,82.0%,16.5,2.2,8.1%,2025-07-06 00:00:00
Wingtip Toys,278,74.6%,17.2,3.4,10.5%,2025-07-13 00:00:00
Wingtip Toys,279,79.7%,16.8,2.8,16.5%,2025-07-20 00:00:00
Wingtip Toys,280,75.0%,17.8,3.3,16.8%,2025-07-27 00:00:00
Wingtip Toys,282,71.6%,17.0,3.4,13.8%,2025-08-03 00:00:00
Wingtip Toys,283,74.9%,16.8,2.7,9.8%,2025-08-10 00:00:00
Wingtip Toys,284,63.6%,13.8,2.9,10.4%,2025-08-17 00:00:00
Wingtip Toys,285,62.2%,14.0,3.1,11.5%,2025-08-24 00:00:00
Wingtip Toys,287,84.7%,12.6,3.3,13.8%,2025-08-31 00:00:00
Wingtip Toys,288,61.4%,13.8,2.4,9.3%,2025-09-07 00:00:00
Wingtip Toys,289,72.5%,17.9,2.3,9.6%,2025-09-14 00:00:00
Wingtip Toys,290,69.6%,13.6,2.4,8.6%,2025-09-21 00:00:00
Wingtip Toys,291,79.2%,16.3,2.6,14.2%,2025-09-28 00:00:00
Wingtip Toys,293,67.1%,17.7,3.2,13.6%,2025-10-05 00:00:00
Wingtip Toys,294,66.8%,12.6,2.4,8.3%,2025-10-12 00:00:00
Wingtip Toys,295,59.5%,16.5,3.2,16.9%,2025-10-19 00:00:00
Wingtip Toys,296,81.9%,13.9,2.8,17.0%,2025-10-26 00:00:00
Wingtip Toys,298,84.3%,17.9,2.3,13.3%,2025-11-02 00:00:00
Wingtip Toys,299,75.9%,13.6,3.2,8.6%,2025-11-09 00:00:00
Wingtip Toys,300,64.2%,12.6,3.2,12.2%,2025-11-16 00:00:00
Wingtip Toys,301,75.2%,13.6,3.2,12.0%,2025-11-23 00:00:00
Wingtip Toys,303,67.3%,13.8,2.3,17.2%,2025-11-30 00:00:00
Wingtip Toys,304,87.7%,13.7,3.3,12.2%,2025-12-07 00:00:00
Wingtip Toys,305,68.8%,13.0,2.8,16.9%,2025-12-14 00:00:00
Wingtip Toys,306,63.2%,12.3,2.7,11.3%,2025-12-21 00:00:00
Wingtip Toys,307,64.7%,17.7,2.6,16.1%,2025-12-28 00:00:00
Wingtip Toys,309,61.1%,15.6,3.0,16.2%,2026-01-04 00:00:00
Wingtip Toys,310,80.7%,14.4,2.5,10.3%,2026-01-11 00:00:00
Wingtip Toys,311,80.2%,14.7,3.2,10.5%,2026-01-18 00:00:00
Wingtip Toys,312,71.1%,15.9,3.0,8.8%,2026-01-25 00:00:00
Wingtip Toys,314,64.4%,21.9,2.9,10.1%,2026-02-01 00:00:00
Wingtip Toys,315,80.5%,19.9,3.3,13.3%,2026-02-08 00:00:00
Wingtip Toys,316,44.4%,11.7,2.8,16.6%,2026-02-15 00:00:00
Wingtip Toys,317,58.3%,13.0,2.7,9.0%,2026-02-22 00:00:00
Wingtip Toys,319,58.1%,13.4,2.6,8.7%,2026-03-01 00:00:00
